"DateTime";"Players";"Average Players"
"2023-05-05 00:00:00";33930;26357
"2023-05-06 00:00:00";43178;32370
"2023-05-07 00:00:00";43846;35004
"2023-05-08 00:00:00";34919;26301
"2023-05-09 00:00:00";31837;24253
"2023-05-10 00:00:00";30793;23733
"2023-05-11 00:00:00";30088;23267
"2023-05-12 00:00:00";32558;24224
"2023-05-13 00:00:00";38122;29550
"2023-05-14 00:00:00";38263;30269
"2023-05-15 00:00:00";28691;22632
"2023-05-16 00:00:00";28813;21955
"2023-05-17 00:00:00";28575;22025
"2023-05-18 00:00:00";30038;22713
"2023-05-19 00:00:00";31166;23395
"2023-05-20 00:00:00";36420;28527
"2023-05-21 00:00:00";36887;29531
"2023-05-22 00:00:00";28020;22077
"2023-05-23 00:00:00";27566;21205
"2023-05-24 00:00:00";26774;20741
"2023-05-25 00:00:00";26577;20686
"2023-05-26 00:00:00";29204;22175
"2023-05-27 00:00:00";35042;27439
"2023-05-28 00:00:00";35342;29021
"2023-05-29 00:00:00";33901;25991
"2023-05-30 00:00:00";27495;21598
"2023-05-31 00:00:00";26947;20919
"2023-06-01 00:00:00";26249;20615
"2023-06-02 00:00:00";27818;21099
"2023-06-03 00:00:00";32677;25694
"2023-06-04 00:00:00";33545;27008
"2023-06-05 00:00:00";26296;20644
"2023-06-06 00:00:00";25368;19675
"2023-06-07 00:00:00";24679;19093
"2023-06-08 00:00:00";25851;19442
"2023-06-09 00:00:00";26273;19884
"2023-06-10 00:00:00";30805;23845
"2023-06-11 00:00:00";31366;24944
"2023-06-12 00:00:00";25086;19549
"2023-06-13 00:00:00";24103;18599
"2023-06-14 00:00:00";23868;18342
"2023-06-15 00:00:00";23082;18090
"2023-06-16 00:00:00";25001;19024
"2023-06-17 00:00:00";29745;22981
"2023-06-18 00:00:00";29793;23776
"2023-06-19 00:00:00";24623;19567
"2023-06-20 00:00:00";24203;18782
"2023-06-21 00:00:00";24252;18906
"2023-06-22 00:00:00";24233;19733
"2023-06-23 00:00:00";25453;20177
"2023-06-24 00:00:00";29001;22852
"2023-06-25 00:00:00";30817;23632
"2023-06-26 00:00:00";24927;19738
"2023-06-27 00:00:00";25072;19358
"2023-06-28 00:00:00";24122;19025
"2023-06-29 00:00:00";23957;19209
"2023-06-30 00:00:00";34701;24964
"2023-07-01 00:00:00";44095;32828
"2023-07-02 00:00:00";48446;36874
"2023-07-03 00:00:00";44497;32378
"2023-07-04 00:00:00";46512;33941
"2023-07-05 00:00:00";45109;32297
"2023-07-06 00:00:00";44781;32491
"2023-07-07 00:00:00";47260;33876
