Date,Avg_Player,Log_Player,Lag_Player,Discount_Ratio,Base_Price,Is_Weekend,Is_Holiday,Years_Since_Release,Trend_Index,Log_Twitch_Avg,Is_Major_Update,Is_Minor_Update
2022-05-10,107748.0,11.58755972718047,11.617123304982604,0.0,59.99,0,0,0.2054794520547945,0.17,0.0,0,0
2022-05-11,102381.0,11.53646619488621,11.58755972718047,0.0,59.99,0,0,0.20821917808219179,0.17,0.0,0,0
2022-05-12,99343.0,11.506343853604674,11.53646619488621,0.0,59.99,0,0,0.21095890410958903,0.17,0.0,0,0
2022-05-13,106998.0,11.58057476760598,11.506343853604674,0.0,59.99,0,0,0.2136986301369863,0.17,0.0,0,0
2022-05-14,128222.0,11.76152621455345,11.58057476760598,0.0,59.99,1,0,0.21643835616438356,0.17,0.0,0,0
2022-05-15,127344.0,11.754655217760117,11.76152621455345,0.0,59.99,1,0,0.2191780821917808,0.17,0.0,0,0
2022-05-16,92721.0,11.437361048100238,11.754655217760117,0.0,59.99,0,0,0.2219178082191781,0.17,0.0,0,0
2022-05-17,88789.0,11.394029310026372,11.437361048100238,0.0,59.99,0,0,0.22465753424657534,0.17,0.0,0,0
2022-05-18,86217.0,11.364634251557947,11.394029310026372,0.0,59.99,0,0,0.2273972602739726,0.17,0.0,0,0
2022-05-19,83155.0,11.328473640767005,11.364634251557947,0.0,59.99,0,0,0.23013698630136986,0.17,0.0,0,0
2022-05-20,89290.0,11.399655977910975,11.328473640767005,0.0,59.99,0,0,0.2328767123287671,0.17,0.0,0,0
2022-05-21,108490.0,11.594422499213412,11.399655977910975,0.0,59.99,1,0,0.2356164383561644,0.17,0.0,0,0
2022-05-22,106427.0,11.575223979164452,11.594422499213412,0.0,59.99,1,0,0.23835616438356164,0.17,0.0,0,0
2022-05-23,81727.0,11.31115193939221,11.575223979164452,0.0,59.99,0,0,0.2410958904109589,0.17,0.0,0,0
2022-05-24,75594.0,11.233145422414301,11.31115193939221,0.0,59.99,0,0,0.24383561643835616,0.17,0.0,0,0
2022-05-25,73972.0,11.211455440742062,11.233145422414301,0.0,59.99,0,0,0.2465753424657534,0.17,0.0,0,0
2022-05-26,80599.0,11.297253928494719,11.211455440742062,0.0,59.99,0,0,0.2493150684931507,0.17,0.0,0,0
